日期,中国国债收益率2年,中国国债收益率5年,中国国债收益率10年,中国国债收益率30年,中国国债收益率10年-2年,中国GDP年增率,美国国债收益率2年,美国国债收益率5年,美国国债收益率10年,美国国债收益率30年,美国国债收益率10年-2年,美国GDP年增率
2002-10-18,2.1805,2.5317,2.969,2.8678,0.7885,,2.09,3.17,4.14,,2.05,
2002-10-21,2.1726,2.6042,3.1401,2.9925,0.9675,,2.23,3.28,4.24,,2.01,
2002-10-22,2.2041,2.6309,3.1594,2.9878,0.9553,,2.21,3.29,4.27,,2.06,
2002-10-23,2.1975,2.598,3.0967,2.9846,0.8992,,2.2,3.26,4.26,,2.06,
2002-10-24,2.2086,2.5171,2.9092,2.9519,0.7006,,2.09,3.18,4.16,,2.07,
2002-10-25,2.2164,2.5736,3.0202,2.9448,0.8038,,1.98,3.1,4.12,,2.14,
2002-10-28,2.2932,2.5576,2.8949,2.9517,0.6017,,1.88,3.03,4.1,,2.22,
2002-10-29,2.2875,2.6683,3.1323,2.8558,0.8448,,1.79,2.89,3.97,,2.18,
2002-10-30,2.2183,2.6576,3.1979,2.9611,0.9796,,1.74,2.87,3.99,,2.25,
2002-10-31,2.1596,2.5247,2.9978,3.1968,0.8382,,1.68,2.81,3.93,,2.25,
2002-11-01,2.1934,2.6719,3.2675,3.1281,1.0741,,1.76,2.92,4.01,,2.25,
2002-11-04,2.3741,2.7582,3.24,3.1872,0.8659,,1.79,3.0,4.07,,2.28,
2002-11-05,2.1891,2.6847,3.3014,3.1502,1.1123,,1.82,3.0,4.1,,2.28,
2002-11-06,2.1649,2.6713,3.3012,3.1445,1.1363,,1.87,3.01,4.09,,2.22,
2002-11-07,2.1609,2.6763,3.3167,3.146,1.1558,,1.86,2.86,3.88,,2.02,
2002-11-08,1.8166,2.5158,3.3773,3.0244,1.5607,,1.87,2.87,3.85,,1.98,
2002-11-11,2.1505,2.6607,3.2947,3.1249,1.1442,,,,,,,
2002-11-12,2.15,2.6577,3.2886,3.1228,1.1386,,1.79,2.83,3.84,,2.05,
2002-11-13,2.1591,2.6693,3.302,3.1118,1.1429,,1.76,2.82,3.84,,2.08,
2002-11-14,2.1643,2.6742,3.3067,3.1195,1.1424,,1.89,3.01,4.03,,2.14,
2002-11-15,2.1673,2.6705,3.2957,3.1271,1.1284,,1.91,3.05,4.05,,2.14,
2002-11-18,2.1482,2.6513,3.2822,3.2126,1.134,,1.91,3.04,4.02,,2.11,
2002-11-19,1.8762,2.5062,3.2926,3.1444,1.4164,,1.91,3.02,3.99,,2.08,
2002-11-20,2.1531,2.6443,3.2619,3.2172,1.1088,,1.98,3.13,4.08,,2.1,
2002-11-21,2.1181,2.65,3.296,2.8761,1.1779,,2.05,3.2,4.14,,2.09,
2002-11-22,2.0881,2.6102,3.249,2.913,1.1609,,2.1,3.26,4.18,,2.08,
2002-11-25,2.0855,2.6161,3.2596,2.8232,1.1741,,2.09,3.26,4.19,,2.1,
2002-11-26,2.053,2.6024,3.2682,2.8075,1.2152,,1.97,3.14,4.08,,2.11,
2002-11-27,2.0808,2.6247,3.2826,2.8071,1.2018,,2.13,3.34,4.26,,2.13,
2002-11-28,2.0899,2.6381,3.3,2.7982,1.2101,,,,,,,
2002-11-29,1.9304,2.6565,3.5248,2.7243,1.5944,,2.08,3.28,4.22,,2.14,
2002-12-02,2.1339,2.6709,3.3229,2.8929,1.189,,2.07,3.31,4.22,,2.15,
2002-12-03,2.1339,2.6798,3.3357,2.7842,1.2018,,2.08,3.33,4.24,,2.16,
2002-12-04,2.1318,2.6724,3.3227,2.7922,1.1909,,2.02,3.25,4.18,,2.16,
2002-12-05,2.0812,2.6138,3.2596,2.8198,1.1784,,1.97,3.19,4.13,,2.16,
2002-12-06,2.1231,2.6775,3.3433,2.7773,1.2202,,1.89,3.13,4.09,,2.2,
2002-12-09,2.0495,2.6335,3.3361,2.7625,1.2866,,1.88,3.08,4.06,,2.18,
2002-12-10,2.0757,2.5572,3.1527,2.9488,1.077,,1.9,3.07,4.06,,2.16,
2002-12-11,2.0425,2.5618,3.1962,2.8464,1.1537,,1.85,3.02,4.01,,2.16,
2002-12-12,2.1241,2.6938,3.3755,2.7553,1.2514,,1.85,3.03,4.01,,2.16,
2002-12-13,2.4095,2.7982,3.2664,2.8936,0.8569,,1.87,3.08,4.07,,2.2,
2002-12-16,2.1043,2.6562,3.3202,2.7796,1.2159,,1.94,3.14,4.15,,2.21,
2002-12-17,2.0715,2.6449,3.3332,2.7441,1.2617,,1.89,3.11,4.13,,2.24,
2002-12-18,2.0184,2.446,2.9758,2.8077,0.9574,,1.81,3.03,4.06,,2.25,
2002-12-19,2.088,2.5867,3.1929,2.8078,1.1049,,1.74,2.91,3.96,,2.22,
2002-12-20,2.0778,2.5672,3.1941,3.3405,1.1163,,1.76,2.93,3.97,,2.21,
2002-12-23,2.0728,2.6042,3.2778,3.32,1.205,,1.79,2.95,3.98,,2.19,
2002-12-24,2.32,2.5421,2.8596,3.4735,0.5396,,1.73,2.92,3.95,,2.22,
2002-12-25,1.9509,2.4852,3.1451,2.9044,1.1942,,,,,,,
2002-12-26,2.3811,2.7692,3.232,2.7817,0.8509,,1.7,2.89,3.93,,2.23,
2002-12-27,1.9645,2.7035,3.5878,2.7834,1.6233,,1.6,2.79,3.83,,2.23,
2002-12-30,2.2364,2.78,3.4611,3.3716,1.2247,,1.61,2.76,3.82,,2.21,
2002-12-31,2.2512,2.6667,3.1776,2.9514,0.9264,9.1,1.61,2.78,3.83,,2.22,1.8
2003-01-02,1.9078,2.4312,3.0781,2.8453,1.1703,,1.8,3.05,4.07,,2.27,
2003-01-03,1.9663,2.4796,3.1402,3.3474,1.1739,,1.79,3.03,4.05,,2.26,
2003-01-06,1.9499,2.5305,3.2379,2.8135,1.288,,1.84,3.1,4.09,,2.25,
2003-01-07,2.2709,2.6854,3.1941,2.9507,0.9232,,1.77,3.04,4.04,,2.27,
2003-01-08,1.9998,2.5128,3.1692,3.3125,1.1694,,1.71,3.01,4.0,,2.29,
2003-01-09,2.0439,2.6174,3.3369,3.2597,1.293,,1.87,3.23,4.19,,2.32,
2003-01-10,1.9228,2.4471,3.1219,3.3328,1.1991,,1.79,3.2,4.16,,2.37,
2003-01-13,1.9174,2.4329,3.0967,3.3104,1.1793,,1.81,3.17,4.15,,2.34,
2003-01-14,1.9118,2.4541,3.1497,3.3288,1.2379,,1.76,3.1,4.1,,2.34,
2003-01-15,1.8694,2.4205,3.1259,3.2845,1.2565,,1.75,3.1,4.1,,2.35,
2003-01-16,1.8898,2.4711,3.2081,3.2587,1.3183,,1.75,3.11,4.1,,2.35,
2003-01-17,1.838,2.4571,3.2389,3.2388,1.4009,,1.7,3.05,4.05,,2.35,
2003-01-20,1.9668,2.4911,3.1604,3.2805,1.1936,,,,,,,
2003-01-21,1.8633,2.4587,3.2106,3.2151,1.3473,,1.67,3.0,4.01,,2.34,
2003-01-22,1.8111,2.3632,3.0718,3.2629,1.2607,,1.66,2.94,3.95,,2.29,
2003-01-23,1.8073,2.3612,3.072,3.2587,1.2647,,1.69,2.97,3.98,,2.29,
2003-01-24,2.2836,2.5954,3.0137,3.4179,0.7301,,1.66,2.93,3.94,,2.28,
2003-01-27,1.9572,2.4348,3.0528,3.2986,1.0956,,1.7,2.97,3.98,,2.28,
2003-01-28,1.7926,2.3482,3.0326,2.7518,1.24,,1.7,2.99,4.0,,2.3,
2003-01-29,1.7976,2.396,3.1265,2.7132,1.3289,,1.77,3.07,4.06,,2.29,
2003-01-30,2.2255,2.5966,3.0535,2.8612,0.828,,1.7,3.02,4.0,,2.3,
2003-01-31,2.2611,2.638,3.0984,2.8421,0.8373,,1.72,3.02,4.0,,2.28,
2003-02-03,,,,,,,1.72,3.05,4.01,,2.29,
2003-02-04,,,,,,,1.68,2.99,3.96,,2.28,
2003-02-05,,,,,,,1.73,3.07,4.02,,2.29,
2003-02-06,,,,,,,1.68,3.02,3.97,,2.29,
2003-02-07,,,,,,,1.63,2.97,3.96,,2.33,
2003-02-08,1.7114,2.3556,3.1389,2.6431,1.4275,,,,,,,
2003-02-09,1.7208,2.4296,3.3187,3.221,1.5979,,,,,,,
2003-02-10,1.8129,2.4174,3.1675,2.9484,1.3546,,1.68,3.03,3.99,,2.31,
2003-02-11,2.2605,2.6079,3.0664,3.3941,0.8059,,1.65,3.0,3.98,,2.33,
2003-02-12,1.6791,2.3629,3.1915,2.6163,1.5124,,1.62,2.92,3.93,,2.31,
2003-02-13,1.6692,2.3606,3.198,2.6121,1.5288,,1.57,2.85,3.89,,2.32,
2003-02-14,1.6275,2.341,3.2047,2.5886,1.5772,,1.62,2.91,3.95,,2.33,
2003-02-17,2.1909,2.598,3.1263,3.3636,0.9354,,,,,,,
2003-02-18,1.608,2.3685,3.2831,2.532,1.6751,,1.66,2.92,3.94,,2.28,
2003-02-19,1.665,2.3712,3.2237,2.5787,1.5587,,1.61,2.87,3.88,,2.27,
2003-02-20,1.5911,2.3168,3.1959,2.5842,1.6048,,1.59,2.82,3.85,,2.26,
2003-02-21,1.621,2.3199,3.1681,2.6008,1.5471,,1.63,2.86,3.9,,2.27,
2003-02-24,2.2465,2.5353,2.9318,3.4577,0.6853,,1.6,2.82,3.86,,2.26,
2003-02-25,1.586,2.4146,3.4377,3.0574,1.8517,,1.58,2.77,3.81,,2.23,
2003-02-26,1.5836,2.3212,3.2151,2.599,1.6315,,1.57,2.75,3.78,,2.21,
2003-02-27,1.5787,2.3239,3.224,2.5511,1.6453,,1.58,2.75,3.76,,2.18,
2003-02-28,1.5577,2.2631,3.1225,2.6043,1.5648,,1.53,2.69,3.71,,2.18,
2003-03-03,2.1518,2.5069,2.9806,3.3995,0.8288,,1.52,2.66,3.68,,2.16,
2003-03-04,1.5061,2.243,3.1687,3.0928,1.6626,,1.49,2.62,3.65,,2.16,
2003-03-05,2.2525,2.535,2.9242,3.4599,0.6717,,1.46,2.58,3.63,,2.17,
2003-03-06,2.2481,2.5921,3.0171,2.8633,0.769,,1.47,2.63,3.67,,2.2,
2003-03-07,1.4873,2.2774,3.2311,2.5078,1.7438,,1.39,2.56,3.63,,2.24,
2003-03-10,2.2005,2.5545,2.9959,2.904,0.7954,,1.35,2.51,3.59,,2.24,
2003-03-11,2.3056,2.57,2.9064,2.949,0.6008,,1.38,2.54,3.6,,2.22,
2003-03-12,1.5318,2.272,3.201,3.1103,1.6692,,1.45,2.57,3.6,,2.15,
2003-03-13,2.2468,2.8019,3.4914,3.3058,1.2446,,1.59,2.75,3.74,,2.15,
2003-03-14,2.2095,2.5875,3.0836,3.3936,0.8741,,1.56,2.72,3.72,,2.16,
2003-03-17,1.3889,2.1649,3.1414,3.086,1.7525,,1.63,2.82,3.82,,2.19,
2003-03-18,1.9485,2.4491,3.0897,3.2301,1.1412,,1.72,2.93,3.91,,2.19,
2003-03-19,1.7983,2.3804,3.1057,2.9472,1.3074,,1.72,2.98,3.98,,2.26,
2003-03-20,1.4079,2.175,3.1698,3.6026,1.7619,,1.75,3.02,4.01,,2.26,
2003-03-21,2.3059,2.5268,2.876,4.0351,0.5701,,1.8,3.12,4.11,,2.31,
2003-03-24,1.7524,2.3772,3.1577,3.0184,1.4053,,1.71,2.98,3.98,,2.27,
2003-03-25,1.7841,2.3827,3.1115,2.6672,1.3274,,1.69,2.97,3.97,,2.28,
2003-03-26,2.2127,2.4912,2.8754,3.4122,0.6627,,1.68,2.94,3.96,,2.28,
2003-03-27,1.2654,2.1684,3.2573,2.4115,1.9919,,1.62,2.92,3.95,,2.33,
2003-03-28,2.2459,2.5822,3.018,3.2014,0.7721,,1.56,2.86,3.92,,2.36,
2003-03-31,2.1694,2.4941,2.9228,3.2314,0.7534,,1.51,2.78,3.83,,2.32,
2003-04-01,2.2412,2.4965,2.8838,3.9546,0.6426,,1.5,2.78,3.84,,2.34,
2003-04-02,2.2098,2.5165,2.9212,3.2097,0.7114,,1.6,2.89,3.94,,2.34,
2003-04-03,2.2023,2.5302,2.9597,3.2163,0.7574,,1.55,2.87,3.93,,2.38,
2003-04-04,2.2641,2.5641,2.9595,3.2331,0.6954,,1.55,2.88,3.96,,2.41,
2003-04-07,2.17,2.4929,2.9189,3.2215,0.7489,,1.65,2.99,4.03,,2.38,
2003-04-08,2.1454,2.4083,2.7718,3.2918,0.6264,,1.59,2.91,3.95,,2.36,
2003-04-09,2.1369,2.4885,2.9295,2.8819,0.7926,,1.55,2.87,3.93,,2.38,
2003-04-10,2.2104,2.7275,3.3455,2.7695,1.1351,,1.6,2.89,3.95,,2.35,
2003-04-11,2.3019,2.614,3.0019,2.8985,0.7,,1.65,2.95,4.0,,2.35,
2003-04-14,0.9767,2.0506,3.3415,2.2701,2.3648,,1.74,3.02,4.04,,2.3,
2003-04-15,2.1798,2.4977,2.8954,2.8326,0.7156,,1.69,2.96,3.98,,2.29,
2003-04-16,2.1571,2.5179,2.9654,2.8344,0.8083,,1.67,2.95,3.96,,2.29,
2003-04-17,2.2585,2.7468,3.3637,3.3706,1.1052,,1.71,2.99,3.98,,2.27,
2003-04-18,2.2317,2.5535,2.9659,3.0662,0.7342,,,,,,,
2003-04-21,2.2043,2.4661,2.8122,3.0698,0.6079,,1.71,3.03,4.0,,2.29,
2003-04-22,0.796,1.9329,3.3122,2.388,2.5162,,1.7,3.01,4.01,,2.31,
2003-04-23,2.1178,2.415,2.8198,3.3063,0.702,,1.7,3.02,4.02,,2.32,
2003-04-24,2.0173,2.679,3.4933,3.1422,1.476,,1.62,2.92,3.93,,2.31,
2003-04-25,2.2316,2.4902,2.8707,3.7611,0.6391,,1.57,2.88,3.91,,2.34,
2003-04-28,2.314,2.5855,2.9733,3.7145,0.6593,,1.59,2.9,3.92,,2.33,
2003-04-29,2.2669,2.4931,2.834,3.7482,0.5671,,1.62,2.94,3.96,,2.34,
2003-04-30,,,,,,,1.51,2.85,3.89,,2.38,
2003-05-01,,,,,,,1.5,2.82,3.88,,2.38,
2003-05-02,,,,,,,1.56,2.9,3.94,,2.38,
2003-05-05,,,,,,,1.55,2.87,3.92,,2.37,
2003-05-06,2.1486,2.4147,2.7789,3.2425,0.6303,,1.45,2.76,3.84,,2.39,
2003-05-07,2.1692,2.4659,2.8652,3.2726,0.696,,1.45,2.64,3.72,,2.27,
2003-05-08,2.1478,2.4584,2.8743,3.2653,0.7265,,1.49,2.62,3.7,,2.21,
2003-05-09,2.1642,2.3978,2.7416,3.5486,0.5774,,1.45,2.61,3.69,,2.24,
2003-05-12,2.1458,2.3676,2.7021,3.5978,0.5563,,1.46,2.58,3.64,,2.18,
2003-05-13,2.1464,2.4774,2.9153,3.2437,0.7689,,1.47,2.58,3.63,,2.16,
2003-05-14,2.1988,2.4749,2.8497,3.2792,0.6509,,1.41,2.47,3.53,,2.12,
2003-05-15,2.1968,2.4812,2.8648,3.2709,0.668,,1.46,2.52,3.53,,2.07,
2003-05-16,2.1545,2.3447,2.662,3.9343,0.5075,,1.38,2.43,3.46,,2.08,
2003-05-19,2.1388,2.4632,2.8939,3.2418,0.7551,,1.35,2.41,3.46,,2.11,
2003-05-20,2.0729,2.4082,2.834,2.8755,0.7611,,1.31,2.34,3.38,,2.07,
2003-05-21,2.1444,2.4727,2.885,2.8465,0.7406,,1.38,2.37,3.39,,2.01,
2003-05-22,2.149,2.4899,2.9155,2.8357,0.7665,,1.36,2.32,3.34,,1.98,
2003-05-23,2.1545,2.4256,2.7987,3.3067,0.6442,,1.38,2.33,3.34,,1.96,
2003-05-26,2.1419,2.4479,2.8539,3.1779,0.712,,,,,,,
2003-05-27,2.1687,2.4627,2.8527,3.1627,0.684,,1.33,2.34,3.41,,2.08,
2003-05-28,2.0967,2.4444,2.8799,2.8219,0.7832,,1.35,2.35,3.44,,2.09,
2003-05-29,2.1429,2.4438,2.8693,3.6213,0.7264,,1.3,2.27,3.34,,2.04,
2003-05-30,2.1493,2.4532,2.8717,3.4457,0.7224,,1.33,2.3,3.37,,2.04,
2003-06-02,2.1132,2.4375,2.8461,2.8302,0.7329,,1.33,2.37,3.43,,2.1,
2003-06-03,2.2086,2.4617,2.7828,2.8089,0.5742,,1.2,2.25,3.34,,2.14,
2003-06-04,2.1642,2.4795,2.8751,2.8354,0.7109,,1.2,2.19,3.3,,2.1,
2003-06-05,2.1671,2.4858,2.8853,2.8377,0.7182,,1.25,2.25,3.34,,2.09,
2003-06-06,2.1496,2.5216,2.9811,2.8113,0.8315,,1.27,2.29,3.37,,2.1,
2003-06-09,2.2085,2.5048,2.8948,3.1571,0.6863,,1.19,2.2,3.29,,2.1,
2003-06-10,2.8179,2.7967,2.8086,3.4497,-0.0093,,1.13,2.12,3.2,,2.07,
2003-06-11,2.2858,2.4761,2.7466,3.2466,0.4608,,1.16,2.16,3.21,,2.05,
2003-06-12,2.2253,2.4908,2.8471,3.1948,0.6218,,1.13,2.1,3.18,,2.05,
2003-06-13,2.2969,2.5753,2.9415,3.184,0.6446,,1.1,2.08,3.13,,2.03,
2003-06-16,2.2343,2.5459,2.9529,3.1763,0.7186,,1.18,2.14,3.18,,2.0,
2003-06-17,2.27,2.5849,2.9917,3.1423,0.7217,,1.25,2.26,3.27,,2.02,
2003-06-18,2.2001,2.4763,2.8482,3.2302,0.6481,,1.27,2.34,3.37,,2.1,
2003-06-19,,,,,,,1.17,2.28,3.35,,2.18,
2003-06-20,2.2522,2.5352,2.9221,3.4112,0.6699,,1.22,2.31,3.4,,2.18,
2003-06-23,2.3044,2.6058,3.0084,3.372,0.704,,1.17,2.24,3.32,,2.15,
2003-06-24,2.2618,2.5445,2.9306,3.4116,0.6688,,1.14,2.21,3.29,,2.15,
2003-06-25,2.244,2.4987,2.8583,3.4833,0.6143,,1.3,2.32,3.38,,2.08,
2003-06-26,2.624,2.7057,2.8538,3.5948,0.2298,,1.41,2.49,3.55,,2.14,
2003-06-27,2.2933,2.5984,3.0098,3.4404,0.7165,,1.38,2.52,3.58,,2.2,
2003-06-30,2.1858,2.5686,3.0821,3.5814,0.8963,,1.32,2.46,3.54,,2.22,
2003-07-01,2.2056,2.5453,2.9856,3.172,0.78,,1.3,2.48,3.56,,2.26,
2003-07-02,2.302,2.5774,2.9407,3.1982,0.6387,,1.3,2.47,3.56,,2.26,
2003-07-03,2.3244,2.7208,3.2163,3.1357,0.8919,,1.32,2.55,3.67,,2.35,
2003-07-04,2.3135,2.5963,2.9671,3.1954,0.6536,,,,,,,
2003-07-07,2.325,2.555,2.8642,3.1727,0.5392,,1.36,2.63,3.74,,2.38,
2003-07-08,2.2635,2.5691,2.9663,3.1543,0.7028,,1.39,2.65,3.75,,2.36,
2003-07-09,2.2706,2.6451,3.1218,3.1837,0.8512,,1.37,2.63,3.73,,2.36,
2003-07-10,2.3011,2.6153,3.0194,3.139,0.7183,,1.33,2.59,3.7,,2.37,
2003-07-11,2.2345,2.5385,2.9361,3.1634,0.7016,,1.29,2.52,3.66,,2.37,
2003-07-14,2.515,2.6907,2.9337,3.2831,0.4187,,1.35,2.6,3.74,,2.39,
2003-07-15,2.4937,2.6646,2.905,3.309,0.4113,,1.45,2.81,3.94,,2.49,
2003-07-16,2.5266,2.6684,2.8744,3.3198,0.3478,,1.49,2.87,3.97,,2.48,
2003-07-17,2.5049,2.6892,2.9423,3.2789,0.4374,,1.47,2.88,3.98,,2.51,
2003-07-18,2.4976,2.668,2.9065,3.2917,0.4089,,1.51,2.93,4.0,,2.49,
2003-07-21,2.523,2.7068,2.9592,3.2945,0.4362,,1.61,3.1,4.19,,2.58,
2003-07-22,2.4865,2.654,2.8903,3.2975,0.4038,,1.57,3.07,4.17,,2.6,
2003-07-23,2.4017,2.6086,2.8749,2.9568,0.4732,,1.54,3.04,4.12,,2.58,
2003-07-24,2.3895,2.644,2.9626,2.9147,0.5731,,1.54,3.08,4.2,,2.66,
2003-07-25,2.3981,2.6241,2.9083,2.8894,0.5102,,1.52,3.1,4.22,,2.7,
2003-07-28,2.4313,2.6523,2.9299,2.9077,0.4986,,1.61,3.21,4.31,,2.7,
2003-07-29,2.4116,2.6258,2.8954,2.8811,0.4838,,1.67,3.33,4.42,,2.75,
2003-07-30,2.4071,2.6414,2.935,2.9,0.5279,,1.64,3.27,4.34,,2.7,
2003-07-31,2.3997,2.6345,2.9294,2.9024,0.5297,,1.8,3.38,4.49,,2.69,
2003-08-01,2.4192,2.6552,2.946,2.8278,0.5268,,1.85,3.37,4.44,,2.59,
2003-08-04,2.2813,2.612,2.9823,2.2022,0.701,,1.71,3.24,4.35,,2.64,
2003-08-05,2.3961,2.622,2.906,2.8861,0.5099,,1.88,3.37,4.47,,2.59,
2003-08-06,2.4074,2.6299,2.911,2.9127,0.5036,,1.78,3.25,4.32,,2.54,
2003-08-07,2.4182,2.6667,2.975,2.8837,0.5568,,1.74,3.19,4.3,,2.56,
2003-08-08,,,,,,,1.72,3.17,4.27,,2.55,
2003-08-11,2.523,2.6977,2.9402,3.3032,0.4172,,1.81,3.26,4.38,,2.57,
2003-08-12,2.5883,2.711,2.9035,3.5231,0.3152,,1.71,3.23,4.37,,2.66,
2003-08-13,2.518,2.6367,2.8305,3.5532,0.3125,,1.86,3.43,4.58,,2.72,
2003-08-14,2.5282,2.6568,2.8604,3.5428,0.3322,,1.86,3.42,4.55,,2.69,
2003-08-15,,,,,,,1.85,3.42,4.55,,2.7,
2003-08-18,,,,,,,1.87,3.37,4.49,,2.62,
2003-08-19,2.5871,2.7024,2.8873,3.5366,0.3002,,1.81,3.27,4.38,,2.57,
2003-08-20,2.5365,2.6494,2.8358,3.5597,0.2993,,1.84,3.35,4.45,,2.61,
2003-08-21,2.5911,2.6904,2.858,3.5563,0.2669,,1.98,3.51,4.53,,2.55,
2003-08-22,2.5852,2.699,2.8825,3.5408,0.2973,,1.97,3.47,4.48,,2.51,
2003-08-25,2.5691,2.6735,2.8483,3.559,0.2792,,2.02,3.52,4.53,,2.51,
2003-08-26,2.5639,2.6887,2.8856,3.535,0.3217,,1.96,3.5,4.5,,2.54,
2003-08-27,2.6523,2.7218,2.8531,3.5698,0.2008,,2.05,3.55,4.54,,2.49,
2003-08-28,2.6706,2.7608,2.9125,3.5364,0.2419,,1.93,3.42,4.42,,2.49,
2003-08-29,2.5918,2.6776,2.831,3.5745,0.2392,,1.95,3.46,4.45,,2.5,
2003-09-01,2.5915,2.6801,2.8366,3.5715,0.2451,,,,,,,
2003-09-02,2.6296,2.7338,2.9039,3.5391,0.2743,,2.04,3.63,4.61,,2.57,
2003-09-03,2.5914,2.6793,2.8351,3.5728,0.2437,,2.02,3.61,4.6,,2.58,
2003-09-04,2.6247,2.7298,2.9013,3.5398,0.2766,,1.91,3.5,4.52,,2.61,
2003-09-05,2.6209,2.7332,2.9126,3.5325,0.2917,,1.72,3.28,4.35,,2.63,
2003-09-08,2.6177,2.7743,3.0028,3.5112,0.3851,,1.75,3.32,4.41,,2.66,
2003-09-09,2.6547,2.759,2.9273,3.5306,0.2726,,1.71,3.28,4.37,,2.66,
2003-09-10,2.6446,2.7306,2.8804,3.561,0.2358,,1.64,3.18,4.28,,2.64,
2003-09-11,2.6576,2.7591,2.9241,3.5318,0.2665,,1.71,3.24,4.35,,2.64,
2003-09-12,2.6745,2.7934,2.9758,3.5101,0.3013,,1.66,3.15,4.27,,2.61,
2003-09-15,2.4334,2.5675,2.7846,3.5746,0.3512,,1.63,3.12,4.28,,2.65,
2003-09-16,2.6791,2.7641,2.9086,3.5208,0.2295,,1.63,3.12,4.29,,2.66,
2003-09-17,2.7602,2.8638,3.024,3.508,0.2638,,1.63,3.06,4.2,,2.57,
2003-09-18,2.7045,2.83,3.018,3.5066,0.3135,,1.68,3.09,4.19,,2.51,
2003-09-19,2.8668,2.949,3.0789,3.5118,0.2121,,1.7,3.11,4.17,,2.47,
2003-09-22,2.6717,2.867,3.1364,3.5111,0.4647,,1.7,3.16,4.26,,2.56,
2003-09-23,2.6257,2.9499,3.3278,2.8101,0.7021,,1.68,3.13,4.24,,2.56,
2003-09-24,2.6437,2.8666,3.128,2.7964,0.4843,,1.66,3.07,4.16,,2.5,
2003-09-25,2.7866,2.9875,3.2146,2.7754,0.428,,1.65,3.05,4.12,,2.47,
2003-09-26,2.6383,2.8356,3.0704,2.8318,0.4321,,1.6,2.95,4.04,,2.44,
2003-09-27,2.6781,2.9981,3.3612,2.6864,0.6831,,,,,,,
2003-09-28,2.6997,2.8874,3.1061,2.8037,0.4064,,,,,,,
2003-09-29,2.5132,2.9991,3.5568,2.6385,1.0436,,1.61,2.98,4.09,,2.48,
2003-09-30,2.4591,2.8164,3.2369,2.7305,0.7778,,1.5,2.85,3.96,,2.46,
2003-10-01,,,,,,,1.47,2.84,3.96,,2.49,
2003-10-02,,,,,,,1.48,2.9,4.03,,2.55,
2003-10-03,,,,,,,1.65,3.12,4.21,,2.56,
2003-10-06,,,,,,,1.6,3.06,4.17,,2.57,
2003-10-07,,,,,,,1.67,3.15,4.27,,2.6,
2003-10-08,2.4616,2.8012,3.2024,2.7457,0.7408,,1.65,3.14,4.27,,2.62,
2003-10-09,2.5942,2.8242,3.0988,2.84,0.5046,,1.69,3.17,4.32,,2.63,
2003-10-10,2.8155,2.9604,3.1277,2.8696,0.3122,,1.65,3.15,4.29,,2.64,
2003-10-13,2.9659,3.2048,3.4612,2.7163,0.4953,,,,,,,
2003-10-14,2.7299,3.0658,3.4475,2.7484,0.7176,,1.73,3.23,4.37,,2.64,
2003-10-15,2.605,2.8884,3.2226,2.8324,0.6176,,1.79,3.3,4.43,,2.64,
2003-10-16,2.6051,2.9706,3.3946,2.7748,0.7895,,1.96,3.4,4.47,,2.51,
2003-10-17,2.7959,3.0523,3.3422,2.783,0.5463,,1.9,3.33,4.41,,2.51,
2003-10-20,2.7747,3.0642,3.4005,2.918,0.6258,,1.88,3.33,4.41,,2.53,
2003-10-21,2.4655,2.7543,3.1024,2.8292,0.6369,,1.89,3.31,4.38,,2.49,
2003-10-22,2.5876,2.8958,3.2566,2.7895,0.669,,1.8,3.21,4.29,,2.49,
2003-10-23,2.6979,3.1165,3.5915,2.7076,0.8936,,1.84,3.24,4.34,,2.5,
2003-10-24,2.4715,3.1386,3.9011,2.5832,1.4296,,1.76,3.13,4.24,,2.48,
2003-10-27,2.8854,3.0241,3.1761,2.7933,0.2907,,1.83,3.21,4.3,,2.47,
2003-10-28,2.7706,3.0732,3.4101,2.6625,0.6395,,1.71,3.11,4.23,,2.52,
2003-10-29,2.7396,3.0697,3.441,2.6897,0.7014,,1.79,3.2,4.31,,2.52,
2003-10-30,2.5893,3.0031,3.4781,2.6956,0.8888,,1.86,3.29,4.36,,2.5,
2003-10-31,2.825,3.0607,3.3235,2.748,0.4985,,1.85,3.27,4.33,,2.48,
2003-11-03,2.8242,3.0562,3.315,2.7532,0.4908,,1.9,3.34,4.4,,2.5,
2003-11-04,2.8465,3.0513,3.2792,2.7712,0.4327,,1.86,3.28,4.33,,2.47,
2003-11-05,2.7151,2.9499,3.2197,2.7785,0.5046,,1.94,3.35,4.38,,2.44,
2003-11-06,2.6731,2.9426,3.2523,2.7502,0.5792,,2.01,3.43,4.45,,2.44,
2003-11-07,2.5898,2.9348,3.423,4.288,0.8332,,2.04,3.47,4.48,,2.44,
2003-11-10,2.7042,3.0442,3.531,4.4792,0.8268,,2.06,3.49,4.49,,2.43,
2003-11-11,2.7475,3.1494,3.702,4.4442,0.9545,,,,,,,
2003-11-12,2.632,2.8745,3.2513,4.4156,0.6193,,2.05,3.45,4.44,,2.39,
2003-11-13,2.6856,3.0799,3.627,4.4388,0.9414,,1.92,3.29,4.3,,2.38,
2003-11-14,2.7851,3.1487,3.6561,4.4506,0.871,,1.84,3.19,4.22,,2.38,
2003-11-17,2.6593,3.0307,3.5571,4.5053,0.8978,,1.8,3.14,4.18,,2.38,
