日期,中国国债收益率2年,中国国债收益率5年,中国国债收益率10年,中国国债收益率30年,中国国债收益率10年-2年,中国GDP年增率,美国国债收益率2年,美国国债收益率5年,美国国债收益率10年,美国国债收益率30年,美国国债收益率10年-2年,美国GDP年增率
2019-08-23,2.6943,2.9634,3.0644,3.6644,0.3701,,1.51,1.4,1.52,2.02,0.01,
2019-08-26,2.6905,2.9443,3.0494,3.6471,0.3589,,1.54,1.43,1.54,2.04,0.0,
2019-08-27,2.7159,2.9508,3.052,3.6622,0.3361,,1.53,1.4,1.49,1.97,-0.04,
2019-08-28,2.6998,2.9568,3.052,3.6622,0.3522,,1.5,1.37,1.47,1.94,-0.03,
2019-08-29,2.72,2.9297,3.0321,3.6469,0.3121,,1.53,1.4,1.5,1.97,-0.03,
2019-08-30,2.7013,2.9627,3.0573,3.6823,0.356,,1.5,1.39,1.5,1.96,0.0,
2019-09-02,2.7079,2.9773,3.0723,3.7021,0.3644,,,,,,,
2019-09-03,2.6981,2.9748,3.0624,3.6922,0.3643,,1.47,1.35,1.47,1.95,0.0,
2019-09-04,2.7137,2.9561,3.0473,3.6674,0.3336,,1.43,1.32,1.47,1.97,0.04,
2019-09-05,2.7139,2.9257,3.0173,3.6207,0.3034,,1.55,1.43,1.57,2.06,0.02,
2019-09-06,2.7031,2.9081,3.0173,3.6182,0.3142,,1.53,1.42,1.55,2.02,0.02,
2019-09-09,2.6936,2.9361,3.025,3.6259,0.3314,,1.58,1.49,1.63,2.11,0.05,
2019-09-10,2.7132,2.9548,3.0425,3.6359,0.3293,,1.67,1.58,1.72,2.19,0.05,
2019-09-11,2.7147,2.9519,3.0525,3.6386,0.3378,,1.68,1.6,1.75,2.22,0.07,
2019-09-12,2.7059,2.9802,3.0876,3.6684,0.3817,,1.72,1.65,1.79,2.22,0.07,
2019-09-13,,,,,,,1.79,1.75,1.9,2.37,0.11,
2019-09-16,2.6968,2.9769,3.0926,3.6688,0.3958,,1.74,1.69,1.84,2.31,0.1,
2019-09-17,2.6965,2.9879,3.1076,3.6789,0.4111,,1.72,1.66,1.81,2.27,0.09,
2019-09-18,2.7045,3.0033,3.1278,3.7191,0.4233,,1.77,1.68,1.8,2.25,0.03,
2019-09-19,2.704,2.9977,3.1053,3.7042,0.4013,,1.74,1.66,1.79,2.22,0.05,
2019-09-20,2.707,2.9894,3.098,3.6968,0.391,,1.69,1.61,1.74,2.17,0.05,
2019-09-23,2.7031,2.9841,3.1005,3.702,0.3974,,1.68,1.59,1.72,2.16,0.04,
2019-09-24,2.7092,2.9979,3.1205,3.7196,0.4113,,1.6,1.52,1.64,2.09,0.04,
2019-09-25,2.7008,2.9904,3.1157,3.7247,0.4149,,1.68,1.6,1.73,2.18,0.05,
2019-09-26,2.7075,3.0085,3.1381,3.7448,0.4306,,1.66,1.59,1.7,2.15,0.04,
2019-09-27,2.709,3.0163,3.1482,3.7589,0.4392,,1.63,1.56,1.69,2.13,0.06,
2019-09-29,2.71,3.0051,3.1434,3.7539,0.4334,,,,,,,
2019-09-30,2.7203,3.0123,3.1411,3.7501,0.4208,,1.63,1.55,1.68,2.12,0.05,
2019-10-01,,,,,,,1.56,1.51,1.65,2.11,0.09,
2019-10-02,,,,,,,1.48,1.43,1.6,2.09,0.12,
2019-10-03,,,,,,,1.39,1.34,1.54,2.04,0.15,
2019-10-04,,,,,,,1.4,1.34,1.52,2.01,0.12,
2019-10-07,,,,,,,1.46,1.38,1.56,2.05,0.1,
2019-10-08,2.7117,2.9971,3.1063,3.7257,0.3946,,1.42,1.36,1.54,2.04,0.12,
2019-10-09,2.6871,2.9998,3.1089,3.7258,0.4218,,1.47,1.4,1.59,2.08,0.12,
2019-10-10,2.6824,3.0188,3.1289,3.7458,0.4465,,1.53,1.48,1.67,2.16,0.14,
2019-10-11,2.6892,3.0385,3.1564,3.7638,0.4672,,1.63,1.59,1.76,2.22,0.13,
2019-10-12,2.6907,3.0466,3.1716,3.7885,0.4809,,,,,,,
2019-10-14,2.7023,3.0467,3.1641,3.7811,0.4618,,,,,,,
2019-10-15,2.7047,3.0524,3.1668,3.796,0.4621,,1.61,1.59,1.77,2.23,0.16,
2019-10-16,2.7258,3.0074,3.1693,3.7912,0.4435,,1.58,1.57,1.75,2.23,0.17,
2019-10-17,2.7234,3.0003,3.1569,3.7839,0.4335,,1.6,1.57,1.76,2.24,0.16,
2019-10-18,2.7251,2.9803,3.187,3.8188,0.4619,,1.58,1.56,1.76,2.25,0.18,
2019-10-21,2.7355,3.0287,3.2196,3.8464,0.4841,,1.62,1.61,1.8,2.28,0.18,
2019-10-22,2.734,3.0415,3.2196,3.8416,0.4856,,1.6,1.6,1.78,2.26,0.18,
2019-10-23,2.724,3.0266,3.2122,3.8369,0.4882,,1.58,1.58,1.77,2.25,0.19,
2019-10-24,2.7159,3.0246,3.2196,3.8368,0.5037,,1.58,1.58,1.77,2.26,0.19,
2019-10-25,2.724,3.0273,3.2372,3.8564,0.5132,,1.63,1.62,1.8,2.29,0.17,
2019-10-28,2.7261,3.0633,3.2924,3.9054,0.5663,,1.64,1.66,1.85,2.34,0.21,
2019-10-29,2.7466,3.0839,3.3029,3.9104,0.5563,,1.64,1.66,1.84,2.33,0.2,
2019-10-30,2.7773,3.1239,3.3125,3.9158,0.5352,,1.61,1.61,1.78,2.26,0.17,
2019-10-31,2.7664,3.081,3.288,3.8962,0.5216,,1.52,1.51,1.69,2.17,0.17,
2019-11-01,2.7631,3.0639,3.2757,3.8815,0.5126,,1.56,1.55,1.73,2.21,0.17,
2019-11-04,2.7789,3.0896,3.2954,3.8963,0.5165,,1.6,1.6,1.79,2.27,0.19,
2019-11-05,2.7754,3.0598,3.2454,3.8589,0.47,,1.63,1.66,1.86,2.34,0.23,
2019-11-06,2.7757,3.0655,3.2555,3.8639,0.4798,,1.61,1.63,1.81,2.3,0.2,
2019-11-07,2.7629,3.0708,3.2736,3.8803,0.5107,,1.68,1.74,1.92,2.4,0.24,
2019-11-08,2.7577,3.0656,3.2765,3.8805,0.5188,,1.68,1.74,1.94,2.43,0.26,
2019-11-11,2.759,3.0485,3.2463,3.8709,0.4873,,,,,,,
2019-11-12,2.76,3.0563,3.255,3.8682,0.495,,1.66,1.73,1.92,2.39,0.26,
2019-11-13,2.771,3.0566,3.237,3.8561,0.466,,1.63,1.69,1.88,2.36,0.25,
2019-11-14,2.745,3.0645,3.2555,3.8733,0.5105,,1.58,1.63,1.82,2.31,0.24,
2019-11-15,2.7737,3.0517,3.2355,3.8512,0.4618,,1.61,1.65,1.84,2.31,0.23,
2019-11-18,2.7406,3.0227,3.1993,3.8118,0.4587,,1.6,1.63,1.81,2.3,0.21,
2019-11-19,2.7209,2.9977,3.1743,3.7776,0.4534,,1.6,1.63,1.79,2.26,0.19,
2019-11-20,2.7086,2.9827,3.1747,3.7826,0.4661,,1.56,1.58,1.73,2.2,0.17,
2019-11-21,2.6912,2.9684,3.1749,3.7652,0.4837,,1.6,1.62,1.77,2.24,0.17,
2019-11-22,2.6839,2.9688,3.1747,3.7627,0.4908,,1.61,1.62,1.77,2.22,0.16,
2019-11-25,2.6918,2.9949,3.1875,3.7938,0.4957,,1.61,1.62,1.76,2.21,0.15,
2019-11-26,2.6944,2.9801,3.1675,3.7819,0.4731,,1.58,1.58,1.74,2.18,0.16,
2019-11-27,2.6891,2.9853,3.17,3.7864,0.4809,,1.63,1.63,1.77,2.19,0.14,
2019-11-28,2.6868,2.9827,3.165,3.7838,0.4782,,,,,,,
2019-11-29,2.6818,2.9755,3.165,3.7718,0.4832,,1.61,1.62,1.78,2.21,0.17,
2019-12-02,2.7086,3.0065,3.2062,3.7985,0.4976,,1.61,1.65,1.83,2.28,0.22,
2019-12-03,2.6929,3.0047,3.1746,3.7848,0.4817,,1.53,1.54,1.72,2.17,0.19,
2019-12-04,2.678,2.9769,3.1751,3.7748,0.4971,,1.58,1.6,1.77,2.22,0.19,
2019-12-05,2.6751,2.9768,3.1776,3.7808,0.5025,,1.58,1.62,1.8,2.24,0.22,
2019-12-06,2.7051,2.987,3.1751,3.7856,0.47,,1.61,1.67,1.84,2.29,0.23,
2019-12-09,2.7045,3.0028,3.1903,3.7932,0.4858,,1.63,1.67,1.83,2.27,0.2,
2019-12-10,2.7048,3.0036,3.1776,3.7834,0.4728,,1.65,1.68,1.85,2.26,0.2,
2019-12-11,2.7093,2.9883,3.1702,3.7787,0.4609,,1.61,1.64,1.79,2.23,0.18,
2019-12-12,2.692,2.9839,3.1652,3.7784,0.4732,,1.66,1.73,1.9,2.32,0.24,
2019-12-13,2.6938,2.992,3.1828,3.7904,0.489,,1.61,1.66,1.82,2.26,0.21,
2019-12-16,2.7064,2.9927,3.1854,3.7956,0.479,,1.65,1.72,1.89,2.3,0.24,
2019-12-17,2.7004,3.0105,3.2133,3.82,0.5129,,1.63,1.71,1.89,2.31,0.26,
2019-12-18,2.6848,3.0099,3.2139,3.8271,0.5291,,1.63,1.74,1.92,2.35,0.29,
2019-12-19,2.6616,3.0002,3.2139,3.8202,0.5523,,1.62,1.73,1.92,2.35,0.3,
2019-12-20,2.6237,2.9678,3.1808,3.7813,0.5571,,1.63,1.73,1.92,2.34,0.29,
2019-12-23,2.5567,2.9428,3.1661,3.7569,0.6094,,1.64,1.75,1.93,2.35,0.29,
2019-12-24,2.5376,2.9288,3.1535,3.744,0.6159,,1.62,1.72,1.9,2.33,0.28,
2019-12-25,2.531,2.9236,3.1463,3.7307,0.6153,,,,,,,
2019-12-26,2.5059,2.8881,3.1137,3.7052,0.6078,,1.64,1.72,1.9,2.33,0.26,
2019-12-27,2.4927,2.8851,3.1292,3.7114,0.6365,,1.59,1.68,1.88,2.32,0.29,
2019-12-30,2.4743,2.8872,3.1322,3.7207,0.6579,,1.58,1.68,1.9,2.34,0.32,
2019-12-31,2.4784,2.8897,3.1365,3.7149,0.6581,6.1,1.58,1.69,1.92,2.39,0.34,
2020-01-02,2.5316,2.9156,3.1485,3.7324,0.6169,,1.58,1.67,1.88,2.33,0.3,
2020-01-03,2.5366,2.9353,3.1428,3.7265,0.6062,,1.53,1.59,1.8,2.26,0.27,
2020-01-06,2.5048,2.9059,3.1352,3.716,0.6304,,1.54,1.61,1.81,2.28,0.27,
2020-01-07,2.4926,2.9179,3.1379,3.7213,0.6453,,1.54,1.62,1.83,2.31,0.29,
2020-01-08,2.5038,2.902,3.1337,3.7122,0.6299,,1.58,1.67,1.87,2.35,0.29,
2020-01-09,2.5122,2.8961,3.1184,3.6973,0.6062,,1.58,1.65,1.85,2.38,0.27,
2020-01-10,2.5068,2.8643,3.0819,3.6686,0.5751,,1.56,1.63,1.83,2.28,0.27,
2020-01-13,2.5118,2.8703,3.084,3.6682,0.5722,,1.58,1.65,1.85,2.3,0.27,
2020-01-14,2.5118,2.8936,3.0994,3.6804,0.5876,,1.58,1.63,1.82,2.27,0.24,
2020-01-15,2.5017,2.889,3.0897,3.6783,0.588,,1.56,1.6,1.79,2.23,0.23,
2020-01-16,2.5094,2.8867,3.0918,3.6783,0.5824,,1.58,1.63,1.81,2.26,0.23,
2020-01-17,2.5115,2.8697,3.0832,3.6687,0.5717,,1.58,1.63,1.84,2.29,0.26,
2020-01-19,2.5104,2.8699,3.078,3.6687,0.5676,,,,,,,
2020-01-20,2.4929,2.8592,3.0776,3.6588,0.5847,,,,,,,
2020-01-21,2.4772,2.8174,3.0337,3.6036,0.5565,,1.53,1.57,1.78,2.23,0.25,
2020-01-22,2.4792,2.8242,3.0282,3.6146,0.549,,1.53,1.57,1.77,2.22,0.24,
2020-01-23,2.4793,2.7883,2.9932,3.5746,0.5139,,1.51,1.55,1.74,2.18,0.23,
2020-01-24,,,,,,,1.49,1.51,1.7,2.14,0.21,
2020-01-27,,,,,,,1.44,1.44,1.61,2.05,0.17,
2020-01-28,,,,,,,1.45,1.47,1.65,2.1,0.2,
2020-01-29,,,,,,,1.42,1.41,1.6,2.05,0.18,
2020-01-30,,,,,,,1.41,1.39,1.57,2.04,0.16,
2020-01-31,,,,,,,1.33,1.32,1.51,1.99,0.18,
2020-02-03,2.33,2.6269,2.8231,3.4252,0.4931,,1.36,1.35,1.54,2.01,0.18,
2020-02-04,2.3694,2.6399,2.8551,3.4488,0.4857,,1.41,1.42,1.61,2.08,0.2,
2020-02-05,2.359,2.6348,2.844,3.446,0.485,,1.44,1.46,1.66,2.14,0.22,
2020-02-06,2.3468,2.6353,2.8392,3.4437,0.4924,,1.44,1.45,1.65,2.11,0.21,
2020-02-07,2.3242,2.5917,2.8024,3.4059,0.4782,,1.41,1.41,1.59,2.05,0.18,
2020-02-10,2.3083,2.5642,2.7872,3.3993,0.4789,,1.37,1.38,1.56,2.03,0.19,
2020-02-11,2.3155,2.5956,2.834,3.4363,0.5185,,1.41,1.4,1.59,2.05,0.18,
2020-02-12,2.296,2.6067,2.8333,3.4389,0.5373,,1.44,1.45,1.62,2.09,0.18,
2020-02-13,2.2935,2.6076,2.8201,3.432,0.5266,,1.44,1.43,1.61,2.07,0.17,
2020-02-14,2.3127,2.6229,2.8631,3.4659,0.5504,,1.42,1.42,1.59,2.04,0.17,
2020-02-17,2.3138,2.6545,2.8928,3.4998,0.579,,,,,,,
2020-02-18,2.2897,2.6473,2.8664,3.4748,0.5767,,1.41,1.39,1.55,2.0,0.14,
2020-02-19,2.3008,2.6545,2.8776,3.4748,0.5768,,1.42,1.41,1.56,2.01,0.14,
2020-02-20,2.3542,2.6834,2.8857,3.4999,0.5315,,1.39,1.37,1.52,1.97,0.13,
2020-02-21,2.3063,2.6634,2.847,3.46,0.5407,,1.34,1.3,1.46,1.9,0.12,
2020-02-24,2.2708,2.6311,2.812,3.4309,0.5412,,1.26,1.21,1.38,1.84,0.12,
2020-02-25,2.2892,2.6384,2.822,3.4421,0.5328,,1.2,1.16,1.33,1.8,0.13,
2020-02-26,2.2898,2.6283,2.7973,3.4271,0.5075,,1.16,1.14,1.33,1.81,0.17,
2020-02-27,2.2845,2.5953,2.7702,3.404,0.4857,,1.11,1.11,1.3,1.79,0.19,
2020-02-28,2.2545,2.5266,2.7376,3.3726,0.4831,,0.86,0.89,1.13,1.65,0.27,
2020-03-02,2.2545,2.5372,2.7428,3.3836,0.4883,,0.84,0.88,1.1,1.66,0.26,
2020-03-03,2.2545,2.5315,2.7478,3.3846,0.4933,,0.71,0.77,1.02,1.64,0.31,
2020-03-04,2.2325,2.4843,2.673,3.3425,0.4405,,0.67,0.75,1.02,1.67,0.35,
2020-03-05,2.2275,2.4918,2.6829,3.353,0.4554,,0.59,0.67,0.92,1.56,0.33,
2020-03-06,2.185,2.4575,2.628,3.3061,0.443,,0.49,0.58,0.74,1.25,0.25,
2020-03-09,2.1004,2.3606,2.5205,3.1449,0.4201,,0.38,0.46,0.54,0.99,0.16,
2020-03-10,2.1504,2.4591,2.613,3.2398,0.4626,,0.5,0.63,0.76,1.28,0.26,
2020-03-11,2.1204,2.4539,2.6079,3.2118,0.4875,,0.5,0.66,0.82,1.3,0.32,
2020-03-12,2.1372,2.4769,2.6379,3.2277,0.5007,,0.5,0.66,0.88,1.49,0.38,
2020-03-13,2.1593,2.5381,2.6759,3.3002,0.5166,,0.49,0.7,0.94,1.56,0.45,
2020-03-16,2.194,2.5224,2.6758,3.2832,0.4818,,0.36,0.49,0.73,1.34,0.37,
2020-03-17,2.209,2.5508,2.7135,3.34,0.5045,,0.47,0.66,1.02,1.63,0.55,
2020-03-18,2.209,2.5443,2.7136,3.355,0.5046,,0.54,0.79,1.18,1.77,0.64,
2020-03-19,2.1959,2.5546,2.7299,3.3701,0.534,,0.44,0.66,1.12,1.78,0.68,
2020-03-20,2.1716,2.5217,2.6815,3.3301,0.5099,,0.37,0.52,0.92,1.55,0.55,
2020-03-23,2.1266,2.4672,2.6315,3.2753,0.5049,,0.28,0.38,0.76,1.33,0.48,
2020-03-24,2.0654,2.4497,2.6289,3.2704,0.5635,,0.38,0.52,0.84,1.39,0.46,
2020-03-25,2.0259,2.4373,2.6289,3.2604,0.603,,0.34,0.56,0.88,1.45,0.54,
2020-03-26,1.9664,2.3714,2.594,3.2255,0.6276,,0.3,0.51,0.83,1.42,0.53,
2020-03-27,1.9855,2.4038,2.609,3.2405,0.6235,,0.25,0.41,0.72,1.29,0.47,
2020-03-30,1.9547,2.3828,2.6142,3.2408,0.6595,,0.23,0.39,0.7,1.31,0.47,
2020-03-31,1.9053,2.3372,2.5899,3.2107,0.6846,,0.23,0.37,0.7,1.35,0.47,
2020-04-01,1.9062,2.3119,2.555,3.1857,0.6488,,0.23,0.37,0.62,1.27,0.39,
2020-04-02,1.9102,2.3366,2.5854,3.2208,0.6752,,0.23,0.39,0.63,1.26,0.4,
2020-04-03,1.9311,2.3142,2.5965,3.2507,0.6654,,0.23,0.39,0.62,1.24,0.39,
2020-04-06,,,,,,,0.27,0.44,0.67,1.27,0.4,
2020-04-07,1.6829,2.1776,2.5112,3.1761,0.8283,,0.28,0.48,0.75,1.32,0.47,
2020-04-08,1.5452,2.0454,2.4824,3.161,0.9372,,0.27,0.47,0.77,1.37,0.5,
2020-04-09,1.6096,2.0776,2.5226,3.2313,0.913,,0.23,0.41,0.73,1.35,0.5,
2020-04-10,1.6609,2.115,2.5403,3.271,0.8794,,,,,,,
2020-04-13,1.6879,2.0717,2.5658,3.2762,0.8779,,0.25,0.44,0.76,1.39,0.51,
2020-04-14,1.6299,2.0423,2.5591,3.2835,0.9292,,0.23,0.42,0.76,1.41,0.53,
2020-04-15,1.5816,2.028,2.5455,3.2911,0.9639,,0.2,0.34,0.63,1.27,0.43,
2020-04-16,1.5688,2.0236,2.5276,3.2765,0.9588,,0.2,0.35,0.61,1.21,0.41,
2020-04-17,1.5719,2.0293,2.559,3.306,0.9871,,0.2,0.36,0.65,1.27,0.45,
2020-04-20,1.5393,2.0262,2.592,3.3753,1.0527,,0.2,0.35,0.63,1.23,0.43,
2020-04-21,1.4636,1.9871,2.5791,3.361,1.1155,,0.2,0.34,0.58,1.17,0.38,
2020-04-22,1.3814,1.8665,2.5567,3.3412,1.1753,,0.22,0.37,0.63,1.22,0.41,
2020-04-23,1.3268,1.8372,2.5227,3.2916,1.1959,,0.22,0.37,0.61,1.18,0.39,
2020-04-24,1.3725,1.8385,2.51,3.2817,1.1375,,0.22,0.36,0.6,1.17,0.38,
2020-04-26,1.3734,1.8424,2.5205,3.2842,1.1471,,,,,,,
2020-04-27,1.3775,1.8633,2.5345,3.3043,1.157,,0.24,0.41,0.67,1.25,0.43,
2020-04-28,1.368,1.8463,2.5254,3.3019,1.1574,,0.2,0.37,0.62,1.2,0.42,
2020-04-29,1.34,1.7903,2.5009,3.287,1.1609,,0.2,0.36,0.63,1.24,0.43,
2020-04-30,1.3725,1.7886,2.538,3.3242,1.1655,,0.2,0.36,0.64,1.28,0.44,
2020-05-01,,,,,,,0.2,0.36,0.64,1.27,0.44,
2020-05-04,,,,,,,0.19,0.36,0.64,1.29,0.45,
2020-05-05,,,,,,,0.19,0.36,0.66,1.32,0.47,
2020-05-06,1.4058,1.8361,2.5809,3.3669,1.1751,,0.17,0.37,0.72,1.41,0.55,
2020-05-07,1.4528,1.926,2.6298,3.4063,1.177,,0.13,0.29,0.63,1.31,0.5,
2020-05-08,1.4657,1.9362,2.6207,3.4063,1.155,,0.16,0.33,0.69,1.39,0.53,
2020-05-09,1.4559,1.9468,2.64,3.4213,1.1841,,,,,,,
2020-05-11,1.5199,2.0187,2.6698,3.4564,1.1499,,0.17,0.36,0.73,1.43,0.56,
2020-05-12,1.5212,2.0247,2.6603,3.4514,1.1391,,0.17,0.34,0.69,1.38,0.52,
2020-05-13,1.5433,2.051,2.7076,3.4802,1.1643,,0.16,0.31,0.64,1.35,0.48,
2020-05-14,1.5365,2.0131,2.6989,3.489,1.1624,,0.16,0.31,0.63,1.3,0.47,
2020-05-15,1.524,1.9702,2.682,3.4963,1.158,,0.16,0.31,0.64,1.32,0.48,
2020-05-18,1.5776,2.0592,2.7253,3.5434,1.1477,,0.18,0.38,0.73,1.44,0.55,
2020-05-19,1.6117,2.1163,2.7272,3.5362,1.1155,,0.17,0.35,0.7,1.43,0.53,
2020-05-20,1.6284,2.1278,2.69,3.5118,1.0616,,0.16,0.34,0.68,1.4,0.52,
2020-05-21,1.6431,2.1576,2.685,3.5072,1.0419,,0.17,0.35,0.68,1.4,0.51,
2020-05-22,1.5947,2.045,2.6176,3.4434,1.0229,,0.17,0.34,0.66,1.37,0.49,
2020-05-25,1.6632,2.1377,2.6852,3.4934,1.022,,,,,,,
2020-05-26,1.7376,2.2295,2.7402,3.5283,1.0026,,0.18,0.35,0.69,1.43,0.51,
2020-05-27,1.8594,2.2956,2.7527,3.5181,0.8933,,0.19,0.34,0.68,1.44,0.49,
2020-05-28,1.8439,2.2562,2.7201,3.5033,0.8762,,0.17,0.34,0.7,1.47,0.53,
2020-05-29,1.8545,2.2241,2.7053,3.4934,0.8508,,0.16,0.3,0.65,1.41,0.49,
2020-06-01,1.8536,2.2369,2.7253,3.5035,0.8717,,0.14,0.31,0.66,1.46,0.52,
2020-06-02,2.0187,2.3658,2.7852,3.5584,0.7665,,0.17,0.32,0.68,1.48,0.51,
2020-06-03,2.1431,2.372,2.7901,3.5685,0.647,,0.19,0.38,0.77,1.56,0.58,
2020-06-04,2.2335,2.4656,2.8301,3.5934,0.5966,,0.19,0.4,0.82,1.61,0.63,
2020-06-05,2.2572,2.5258,2.8475,3.6034,0.5903,,0.22,0.47,0.91,1.68,0.69,
2020-06-08,2.2335,2.4969,2.8101,3.5837,0.5766,,0.22,0.45,0.88,1.65,0.66,
2020-06-09,2.2112,2.5002,2.8031,3.5863,0.5919,,0.2,0.4,0.84,1.59,0.64,
2020-06-10,2.2655,2.5134,2.8201,3.5837,0.5546,,0.17,0.33,0.75,1.53,0.58,
2020-06-11,2.2442,2.4818,2.7701,3.5236,0.5259,,0.19,0.32,0.66,1.41,0.47,
2020-06-12,2.221,2.469,2.7451,3.5012,0.5241,,0.19,0.33,0.71,1.45,0.52,
2020-06-15,2.243,2.5118,2.7878,3.5236,0.5448,,0.19,0.33,0.71,1.45,0.52,
2020-06-16,2.2844,2.5993,2.8402,3.5736,0.5558,,0.21,0.34,0.75,1.54,0.54,
2020-06-17,2.3373,2.6455,2.8802,3.5972,0.5429,,0.19,0.34,0.74,1.52,0.55,
2020-06-18,2.3294,2.6136,2.8527,3.5836,0.5233,,0.19,0.34,0.71,1.47,0.52,
2020-06-19,2.339,2.6227,2.8752,3.6112,0.5362,,0.19,0.33,0.7,1.47,0.51,
2020-06-22,2.3862,2.6681,2.9153,3.626,0.5291,,0.19,0.34,0.71,1.46,0.52,
2020-06-23,2.4015,2.6517,2.9127,3.6235,0.5112,,0.18,0.33,0.72,1.49,0.54,
2020-06-24,2.325,2.5861,2.8614,3.5888,0.5364,,0.19,0.33,0.69,1.44,0.5,
2020-06-25,,,,,,,0.17,0.32,0.68,1.43,0.51,
2020-06-26,,,,,,,0.17,0.3,0.64,1.37,0.47,
2020-06-28,2.278,2.5723,2.8404,3.574,0.5624,,,,,,,
2020-06-29,2.2857,2.591,2.8504,3.5916,0.5647,,0.16,0.28,0.64,1.39,0.48,
2020-06-30,2.2446,2.5542,2.823,3.5591,0.5784,,0.16,0.29,0.66,1.41,0.5,
2020-07-01,2.2853,2.5976,2.8456,3.5766,0.5603,,0.17,0.31,0.69,1.43,0.52,
2020-07-02,2.2684,2.5753,2.8584,3.579,0.59,,0.16,0.29,0.68,1.43,0.52,
2020-07-03,2.2942,2.6084,2.8974,3.6139,0.6032,,,,,,,
2020-07-06,2.4666,2.751,2.9959,3.6887,0.5293,,0.16,0.31,0.69,1.45,0.53,
2020-07-07,2.4431,2.7925,3.0158,3.7087,0.5727,,0.16,0.29,0.65,1.38,0.49,
2020-07-08,2.5198,2.8522,3.0632,3.7435,0.5434,,0.16,0.3,0.67,1.39,0.51,
2020-07-09,2.5039,2.8995,3.0809,3.7687,0.577,,0.16,0.28,0.62,1.32,0.46,
2020-07-10,2.504,2.8423,3.0305,3.7439,0.5265,,0.16,0.3,0.65,1.33,0.49,
2020-07-13,2.5845,2.8905,3.0557,3.759,0.4712,,0.16,0.3,0.64,1.33,0.48,
2020-07-14,2.5509,2.8272,3.0057,3.737,0.4548,,0.14,0.28,0.63,1.3,0.49,
2020-07-15,2.489,2.7402,2.9559,3.7048,0.4669,,0.16,0.28,0.64,1.33,0.48,
2020-07-16,2.4794,2.7133,2.9459,3.6949,0.4665,,0.16,0.28,0.62,1.31,0.46,
2020-07-17,2.4433,2.7022,2.9507,3.6998,0.5074,,0.14,0.29,0.64,1.33,0.5,
2020-07-20,2.4251,2.67,2.9311,3.6953,0.506,,0.16,0.29,0.62,1.32,0.46,
2020-07-21,2.4071,2.6326,2.9011,3.6653,0.494,,0.14,0.27,0.61,1.31,0.47,
2020-07-22,2.355,2.6253,2.8861,3.6402,0.5311,,0.14,0.27,0.6,1.29,0.46,
2020-07-23,2.3779,2.6379,2.9064,3.66,0.5285,,0.16,0.27,0.59,1.24,0.43,
2020-07-24,2.3701,2.5999,2.8612,3.6,0.4911,,0.14,0.27,0.59,1.23,0.45,
2020-07-27,2.3808,2.6284,2.8791,3.5973,0.4983,,0.15,0.3,0.62,1.25,0.47,
2020-07-28,2.4196,2.6762,2.9214,3.6449,0.5018,,0.14,0.26,0.59,1.22,0.45,
2020-07-29,2.4393,2.6829,2.9415,3.6645,0.5022,,0.12,0.25,0.58,1.24,0.46,
2020-07-30,2.4551,2.6794,2.9364,3.6648,0.4813,,0.11,0.23,0.55,1.2,0.44,
2020-07-31,2.4696,2.7022,2.9664,3.7031,0.4968,,0.11,0.21,0.55,1.2,0.44,
2020-08-03,2.4996,2.6845,2.9466,3.6945,0.447,,0.11,0.22,0.56,1.23,0.45,
2020-08-04,2.5273,2.7007,2.9365,3.6945,0.4092,,0.11,0.19,0.52,1.19,0.41,
2020-08-05,2.5694,2.7638,2.9592,3.718,0.3898,,0.11,0.22,0.55,1.22,0.44,
2020-08-06,2.6097,2.8211,2.9816,3.7498,0.3719,,0.11,0.21,0.55,1.2,0.44,
2020-08-07,2.6273,2.8311,2.9918,3.7685,0.3645,,0.13,0.23,0.57,1.23,0.44,
2020-08-10,2.6113,2.806,2.9543,3.7255,0.343,,0.14,0.24,0.59,1.25,0.45,
2020-08-11,2.606,2.8267,2.9544,3.7198,0.3484,,0.16,0.27,0.64,1.32,0.48,
2020-08-12,2.6578,2.865,2.962,3.7293,0.3042,,0.16,0.3,0.69,1.37,0.53,
2020-08-13,2.6455,2.8397,2.9555,3.7198,0.31,,0.16,0.32,0.71,1.42,0.55,
2020-08-14,2.6157,2.8209,2.9369,3.7021,0.3212,,0.14,0.29,0.71,1.45,0.57,
2020-08-17,2.6128,2.8106,2.9421,3.6949,0.3293,,0.14,0.29,0.69,1.43,0.55,
2020-08-18,2.6231,2.8458,2.9771,3.7189,0.354,,0.14,0.27,0.67,1.4,0.53,
2020-08-19,2.6534,2.8844,2.9921,3.7342,0.3387,,0.14,0.29,0.68,1.42,0.54,
2020-08-20,2.6693,2.9115,2.9973,3.7448,0.328,,0.13,0.26,0.65,1.38,0.52,
2020-08-21,2.6645,2.8754,2.9823,3.7112,0.3178,,0.16,0.27,0.64,1.35,0.48,
2020-08-24,2.6814,2.8976,2.9998,3.7296,0.3184,,0.14,0.28,0.65,1.35,0.51,
2020-08-25,2.729,2.9454,3.0424,3.7501,0.3134,,0.15,0.3,0.69,1.39,0.54,
2020-08-26,2.7483,2.9751,3.0511,3.7549,0.3028,,0.16,0.28,0.69,1.41,0.53,
2020-08-27,2.7796,2.982,3.0599,3.7643,0.2803,,0.16,0.31,0.74,1.5,0.58,
